,SOURCE_ID,ra_now,dec_now,phot_g_mean_mag
15,5.260177499769682e+18,150.16705728989052,-54.78839892264367,16.608427
260,5.260177701615241e+18,150.1574463871926,-54.78109842222972,16.654747
192,5.260177534138696e+18,150.18166925792858,-54.78320597114315,16.66266
754,5.260177053102339e+18,150.1850147941828,-54.813910130133635,16.673916
270,5.260177499769655e+18,150.17686761116673,-54.801137693541165,16.679096
391,5.260177740287904e+18,150.16849814119573,-54.77425177644078,16.744364
200,5.260177499769645e+18,150.16692376666762,-54.79961246552893,16.748774
393,5.260177465419214e+18,150.19448122544458,-54.79711077512921,16.765928
100,5.260177495456743e+18,150.16662687819937,-54.795897431821274,16.773327
473,5.260177117504051e+18,150.170708528893,-54.80802023709363,16.79155
94,5.260177534129448e+18,150.17375636066984,-54.784405176144304,16.830746
843,5.26017777033473e+18,150.13641514923415,-54.77100464171026,16.850657
694,5.260177431059467e+18,150.1948888647083,-54.80917370032899,16.866062
152,5.260177705937373e+18,150.15512929212218,-54.79075762280049,16.879585
29,5.260177495461257e+18,150.16556761668775,-54.79220113089166,16.907343
254,5.26017749545674e+18,150.1849833966113,-54.797417716641014,16.911188
224,5.260177534129469e+18,150.1819647214192,-54.78234373824738,16.952122
472,5.260177705937374e+18,150.1427897860759,-54.781145747352404,16.985933
169,5.260177499778943e+18,150.17135164554145,-54.79894734528841,16.989853
386,5.260177632895753e+18,150.18892664085467,-54.77888727023802,17.018772
46,5.260177534129434e+18,150.17665075823248,-54.78888630781851,17.030418
453,5.260177465419216e+18,150.19741388376892,-54.79680215220579,17.060204
898,5.260177396699727e+18,150.12551849458802,-54.777714811087435,17.068647
757,5.260177293611143e+18,150.13250281771502,-54.80350398836148,17.094435
10,5.260177499778947e+18,150.16809849569873,-54.78851411790876,17.11029
147,5.260177705928091e+18,150.1556258248035,-54.78831176163293,17.132061
124,5.260177534138694e+18,150.176149447067,-54.7835064571496,17.14502
491,5.260177121821814e+18,150.16550103497192,-54.80828171564781,17.165537
174,5.260177534138694e+18,150.18495888643318,-54.78732204511392,17.167688
548,5.260177843376347e+18,150.1747710930767,-54.770067793838614,17.19685
449,5.26017770162442e+18,150.1515284611184,-54.77653961566877,17.2154
107,5.260177499778943e+18,150.16565709654262,-54.79590293813848,17.218525
985,5.260176705187194e+18,150.21387105528973,-54.80952358191702,17.241278
814,5.26017746541922e+18,150.2127360770042,-54.7997877819971,17.249323
231,5.26017752981649e+18,150.1870663603133,-54.79426591005862,17.257132
285,5.260177740297126e+18,150.1684493538251,-54.777459193938725,17.271835
737,5.260177637217923e+18,150.1902599352282,-54.767820803219244,17.292137
123,5.260177534138694e+18,150.18034184613612,-54.78570967475635,17.312284
404,5.26017746109702e+18,150.19807683660326,-54.790158378800186,17.31256
158,5.260177499778946e+18,150.17914081758715,-54.7970780405257,17.318872
415,5.260177740287906e+18,150.16829696365875,-54.7735187622981,17.32616
837,5.260177293620499e+18,150.14485736376446,-54.812696207317984,17.333706
981,5.260177289298278e+18,150.12508509635714,-54.808324042833405,17.337454
762,5.260177396699724e+18,150.12798326087778,-54.781690195406625,17.338167
424,5.260177705937375e+18,150.14455785036645,-54.782065834284765,17.351345
159,5.260177499769656e+18,150.17282040846658,-54.79867788862499,17.375444
139,5.26017749976967e+18,150.17738262695997,-54.79697710515708,17.39722
749,5.260177774656851e+18,150.13303825542573,-54.77638649496854,17.397442
240,5.260177705928083e+18,150.15123284863654,-54.78822134437635,17.409336
109,5.260177534138694e+18,150.17652042677184,-54.784571139876384,17.413857
212,5.26017749976964e+18,150.1636651488212,-54.79940209460482,17.428852
481,5.260177637217918e+18,150.1867014071624,-54.77451575134277,17.440762
268,5.260177534138697e+18,150.17558519569005,-54.77868636200234,17.446507
964,5.260176670827454e+18,150.2092557476589,-54.81137447374163,17.446814
680,5.260177568498441e+18,150.21094693108134,-54.7886831191359,17.471756
153,5.260177534129445e+18,150.184761230834,-54.791419504034096,17.491405
653,5.260177774647563e+18,150.13514157275316,-54.77852284002402,17.493341
2,5.260177499769685e+18,150.17106717756747,-54.78950538784605,17.502293
659,5.26017704878009e+18,150.17969193971075,-54.812531562449095,17.514633
31,5.260177499769686e+18,150.16740722302976,-54.78676678033352,17.557838
671,5.260177293611147e+18,150.14213317330808,-54.80713800503298,17.571062
486,5.26017743105947e+18,150.19336740126187,-54.80243897803304,17.57166
4,5.260177495457182e+18,150.16884531343285,-54.791167042617204,17.572216
11,5.260177499769675e+18,150.16657523814752,-54.790268656339094,17.581928
838,5.260177426737215e+18,150.198315855377,-54.81143866026064,17.595686
84,5.260177705928088e+18,150.16029989460452,-54.791231667149795,17.598993
557,5.260177117504052e+18,150.1720214300839,-54.810264692214055,17.599482
183,5.260177499769651e+18,150.17055842663055,-54.799292691828654,17.61448
722,5.260177392377554e+18,150.12758167465086,-54.78714674883685,17.622057
184,5.260177534129459e+18,150.1744324913619,-54.78104508688163,17.632755
53,5.260177499778948e+18,150.17610969509997,-54.79285096096644,17.637695
141,5.260177495461259e+18,150.17472613844797,-54.797770247810156,17.643291
336,5.260177117499596e+18,150.16894516911808,-54.80420084219642,17.643661
234,5.260177499769658e+18,150.1771717668043,-54.80000748012071,17.644213
122,5.260177499778949e+18,150.18106899262608,-54.793592131871584,17.659456
281,5.260177117499689e+18,150.16476313244033,-54.80186240005295,17.67861
235,5.260177534129474e+18,150.18223842927776,-54.781735673738936,17.680895
540,5.260177740287921e+18,150.1736894931426,-54.77021679385945,17.681791
361,5.26017774028788e+18,150.15919903842152,-54.77635170118033,17.698856
308,5.260177121821817e+18,150.16448010775852,-54.80290232800271,17.702026
375,5.260177705937532e+18,150.14845034056603,-54.78101313623334,17.704487
140,5.260177534129459e+18,150.1779471581723,-54.78320073519481,17.711716
30,5.260177499778945e+18,150.1641614096945,-54.78952564953428,17.71603
426,5.260177632904944e+18,150.18510417422112,-54.77578369525201,17.727507
116,5.260177495461259e+18,150.1746195374738,-54.79656329226213,17.73897
645,5.26017711750405e+18,150.1620638946322,-54.81242014441435,17.740978
311,5.260177529820999e+18,150.17729332597207,-54.77728952986879,17.753548
744,5.260177461096997e+18,150.2112267466501,-54.79835606869441,17.783577
220,5.260177529816952e+18,150.1877974449328,-54.78956982365255,17.798304
591,5.260177740297124e+18,150.15089211435483,-54.77182845609915,17.798616
134,5.260177534129454e+18,150.1831518416419,-54.78739650952182,17.80693
654,5.260177774656858e+18,150.1450058679659,-54.77189120054751,17.85482
267,5.260177327972735e+18,150.1510342213412,-54.79431660617441,17.87625
621,5.260177323658056e+18,150.13748463940854,-54.80176006268557,17.88699
647,5.260177117499593e+18,150.1707083591932,-54.81289090210463,17.887024
521,5.260177839054201e+18,150.17587025491954,-54.77094010338072,17.902283
586,5.260177323662479e+18,150.14256321941056,-54.80382097199473,17.9057
705,5.260177774647569e+18,150.1346791709517,-54.776806400006855,17.922083
447,5.260177121821817e+18,150.17208617496192,-54.80706078014526,17.932573
337,5.260177735979428e+18,150.17015682953576,-54.775706127833026,17.934917
91,5.260177705928088e+18,150.15983322471402,-54.790803723718135,17.980116
442,5.260177740287917e+18,150.1749384547615,-54.7732211719636,17.980604
416,5.26017774028791e+18,150.1703820024878,-54.77344727884311,17.992304
409,5.260177701619686e+18,150.14282227724274,-54.785600257872495,17.99573
322,5.260177701615243e+18,150.15543698117438,-54.77928300094396,18.004318
795,5.260177431059468e+18,150.20105769349317,-54.80903135508818,18.007532
283,5.260177461097013e+18,150.1901804992429,-54.79450678398774,18.028593
77,5.260177534138693e+18,150.17719872718462,-54.78639182472523,18.033192
150,5.260177534138695e+18,150.1834809528079,-54.78653563219758,18.033855
319,5.260177534131881e+18,150.1909166993267,-54.783847543350845,18.035501
103,5.260177529816922e+18,150.17795657991863,-54.7856598384501,18.048346
920,5.260177602849006e+18,150.2143873083456,-54.775394489239936,18.07442
572,5.260177774656854e+18,150.14380156089896,-54.775981316760706,18.080038
241,5.260177534129447e+18,150.18839381296155,-54.79280960375391,18.084318
68,5.260177701619688e+18,150.16681514595945,-54.78533431616299,18.094664
435,5.260177327970913e+18,150.14186923478434,-54.79476803717528,18.096743
307,5.260177534141734e+18,150.19215987880648,-54.78678215612997,18.103418
496,5.260177705928122e+18,150.14918804069524,-54.77571581587777,18.105013
883,5.260177087462069e+18,150.15301413022607,-54.816392049092784,18.105082
536,5.260177632895748e+18,150.1942120840876,-54.7761324203342,18.106998
876,5.260177568489251e+18,150.21690585297114,-54.78347091987288,18.11343
782,5.260177465409958e+18,150.2070281647078,-54.80469685825302,18.12028
503,5.260177461097026e+18,150.20251934866374,-54.78753280419116,18.13855
774,5.260177289298275e+18,150.13791700747404,-54.80803359785031,18.146757
542,5.260177705937379e+18,150.1465182471807,-54.77532982129742,18.153725
256,5.260177705928122e+18,150.1584884089963,-54.7807069636189,18.159803
1025,5.260177190541279e+18,150.1276767802574,-54.81446090009898,18.159842
413,5.26017742673725e+18,150.19091712730398,-54.80115783870616,18.167255
405,5.260177705928096e+18,150.14596567210785,-54.78160284870228,18.174461
734,5.260177839058643e+18,150.16968452331267,-54.765020947837904,18.180044
206,5.260177534129468e+18,150.1808490223192,-54.78233851187823,18.201075
582,5.260177740287895e+18,150.15665535959957,-54.770628387760034,18.203754
17,5.260177499769673e+18,150.17177951497086,-54.792442961935464,18.208916
669,5.260177117499593e+18,150.16558215171884,-54.81326331647332,18.211401
57,5.260177499769677e+18,150.17482011049813,-54.793726747215715,18.239231
693,5.260177564176691e+18,150.2062063295938,-54.77828584688712,18.25144
707,5.26017739238204e+18,150.12831204537352,-54.78632011555985,18.255674
642,5.260177774647603e+18,150.1452653501668,-54.77231909131451,18.259975
0,5.260177499778947e+18,150.17064986260502,-54.790429113273355,18.27296
509,5.260177740297128e+18,150.16349246605435,-54.77132703104903,18.280449
552,5.260177323658065e+18,150.13504078074718,-54.791250386409374,18.284098
581,5.260177774647589e+18,150.14374684583788,-54.775702548844905,18.294458
377,5.260177117499592e+18,150.1658346093201,-54.80519625252622,18.296534
203,5.260177705928122e+18,150.1604172298677,-54.78183692673313,18.299454
709,5.260177637208731e+18,150.19875835205198,-54.77215199830025,18.30642
724,5.260177117499593e+18,150.16826441168263,-54.814685205207304,18.316525
86,5.260177701619688e+18,150.16593762604035,-54.784693920194954,18.325594
279,5.260177534129471e+18,150.17629302635953,-54.778365117629555,18.337652
314,5.260177461097013e+18,150.1906966193352,-54.79614020352021,18.363642
171,5.260177705928123e+18,150.16202916615882,-54.78224839727999,18.37035
839,5.260177637217925e+18,150.19478442520094,-54.767066652811195,18.371378
216,5.260177534129468e+18,150.1781635582572,-54.780998851571866,18.387598
148,5.26017753412946e+18,150.1774496314474,-54.78272239455838,18.391577
788,5.260177465422256e+18,150.2066856019714,-54.80511548549892,18.398766
261,5.260177705928109e+18,150.1552468669937,-54.78230199508832,18.399012
351,5.260177499769643e+18,150.17458395662322,-54.80446682366834,18.402943
61,5.260177499769688e+18,150.17772538858134,-54.79164479989463,18.405537
554,5.260177426737236e+18,150.19071632332665,-54.806280804006555,18.408451
911,5.260177293611128e+18,150.13920395056402,-54.81302583877375,18.430666
950,5.260177289298278e+18,150.12927875439811,-54.80962241920629,18.432514
691,5.260177117504051e+18,150.17178241510894,-54.81389032409705,18.435291
358,5.26017746109702e+18,150.19574519265203,-54.79140735799807,18.437286
488,5.260177740287914e+18,150.16991903754257,-54.77155866303772,18.443167
278,5.260177705928099e+18,150.15186327200104,-54.78380822071403,18.447548
438,5.260177327970909e+18,150.14305332923917,-54.796742705947445,18.451876
432,5.260177705928077e+18,150.1418830538404,-54.78586370089153,18.462292
12,5.260177499769673e+18,150.17127247578617,-54.79186387963686,18.467268
715,5.260177843376349e+18,150.1734633876733,-54.76564641152601,18.479633
65,5.260177529820998e+18,150.1753738861497,-54.78622040593729,18.480288
796,5.260177396690428e+18,150.1281827045428,-54.77990048537936,18.482792
571,5.260177426737236e+18,150.19285410563018,-54.805814372936226,18.492775
246,5.260177499769643e+18,150.16799388484674,-54.801046802961714,18.50158
942,5.260176709504969e+18,150.21218783491815,-54.80806162931935,18.51028
854,5.26017777033473e+18,150.13857849265517,-54.769559792122266,18.516527
403,5.26017770592812e+18,150.15221542645625,-54.777536703056604,18.520536
142,5.260177705928078e+18,150.15708015664686,-54.79355509690572,18.531662
607,5.260177770343898e+18,150.1420758955197,-54.7756313143578,18.533018
489,5.260177701615204e+18,150.13981958647884,-54.78386650265971,18.53416
465,5.2601777402879e+18,150.16347294712543,-54.77278019284523,18.53903
350,5.260177327970912e+18,150.15356216402967,-54.80125244810158,18.541824
735,5.260177770334713e+18,150.13914527347552,-54.77243409575979,18.54431
613,5.260177774647569e+18,150.13769359333614,-54.77843891372616,18.546524
493,5.260177705928088e+18,150.14132783947085,-54.78166316121897,18.556538
37,5.260177529820998e+18,150.1753418323811,-54.78784877927841,18.563019
832,5.260177809007373e+18,150.14875902456694,-54.76609472513995,18.570236
376,5.260177701619686e+18,150.14370497921814,-54.787473619189264,18.576233
5,5.260177499769685e+18,150.17115411818276,-54.78881327794064,18.583221
193,5.26017753412946e+18,150.17372209146916,-54.78065883103679,18.585785
345,5.260177701615196e+18,150.14534553720256,-54.787346884950416,18.589634
431,5.260177499769647e+18,150.1796868352353,-54.805756561783554,18.594105
190,5.260177495456753e+18,150.18414881237447,-54.794976030975185,18.595472
562,5.260177327970905e+18,150.1350964601664,-54.79364642357808,18.602188
258,5.260177705928099e+18,150.1525689409857,-54.78449517242203,18.60561
145,5.260177705928079e+18,150.1560502658435,-54.792307232006664,18.60977
384,5.260177117499592e+18,150.1631760774565,-54.80500200587053,18.622631
664,5.260177843367144e+18,150.1748611494448,-54.76684649501374,18.626013
468,5.260177327980244e+18,150.1424598400906,-54.79802221313175,18.6331
144,5.260177705928116e+18,150.16070127529036,-54.78362074891277,18.636414
706,5.260177774647558e+18,150.13253347541328,-54.778887314436886,18.639198
54,5.260177534129434e+18,150.17768994077795,-54.788867949623246,18.6414
1013,5.260177293611112e+18,150.12635657388032,-54.812170953724156,18.643368
164,5.260177705928087e+18,150.1546470195488,-54.78898946748818,18.652836
264,5.260177495457212e+18,150.1869149101437,-54.79625306838463,18.659033
989,5.260177598545204e+18,150.2117486922919,-54.7688266176019,18.672754
354,5.260177327970922e+18,150.14446471106228,-54.791844766102585,18.689499
507,5.260177327970898e+18,150.14437413188477,-54.801990677113345,18.691805
544,5.260177461096993e+18,150.2008103038434,-54.799114429620396,18.697424
917,5.260177770334731e+18,150.13705981155866,-54.767542642401516,18.712772
684,5.260177121821813e+18,150.17063842818334,-54.8137517520176,18.715017
852,5.260177809016603e+18,150.1482341519499,-54.76576179158904,18.719522
250,5.260177499769639e+18,150.16633617370363,-54.80112554022767,18.721739
346,5.260177426737247e+18,150.18411859465917,-54.80207417860929,18.7297
208,5.26017770593738e+18,150.16075191701265,-54.78163510749633,18.73288
244,5.260177735979427e+18,150.16861556519905,-54.77902948358683,18.741821
589,5.260177637208719e+18,150.1918808139948,-54.77298791641039,18.74995
480,5.260177637208712e+18,150.19387774189755,-54.77812505312341,18.752075
365,5.260177735975384e+18,150.1637869935352,-54.77533391316781,18.758268
290,5.260177534129481e+18,150.18675728697218,-54.78176562464824,18.759903
74,5.260177534129435e+18,150.1789876080451,-54.79025972943936,18.780773
104,5.260177705928089e+18,150.15902101076023,-54.79019991744242,18.78185
14,5.26017749976968e+18,150.1726056583462,-54.7914797369748,18.794508
75,5.260177534129448e+18,150.17489502706283,-54.78561594316091,18.795689
294,5.260177534129475e+18,150.1759433964305,-54.777665023470966,18.807964
617,5.260177632895747e+18,150.20037931734964,-54.77660429110273,18.817513
330,5.260177740287874e+18,150.15873441984044,-54.777733530483545,18.821196
344,5.260177735974981e+18,150.16601328344092,-54.77573317888054,18.821653
89,5.260177705928108e+18,150.16230405923415,-54.786214894806676,18.829655
325,5.260177534129482e+18,150.1803157594981,-54.7777232852937,18.83482
349,5.260177327970921e+18,150.14496005434518,-54.79278441350075,18.83576
476,5.260177323658064e+18,150.13878405529601,-54.79179232511496,18.836908
6,5.260177499769681e+18,150.1684062575505,-54.78892521850822,18.845348
477,5.260177564176246e+18,150.20036059359717,-54.78529047870137,18.845503
585,5.260177770339162e+18,150.1390492704243,-54.778990500266936,18.850199
71,5.260177705928115e+18,150.1647136631395,-54.7858915734006,18.862507
524,5.260177431050166e+18,150.181424622953,-54.80824729166779,18.864986
674,5.260177461096997e+18,150.20855955997473,-54.79773047949795,18.879004
520,5.260177735984159e+18,150.16545430782537,-54.77088071066047,18.88062
265,5.260177121821818e+18,150.16590519264852,-54.8014060661279,18.902393
456,5.260177705928112e+18,150.14795625003867,-54.77825064077946,18.904919
316,5.260177705928092e+18,150.1487175837834,-54.784381092067605,18.913002
417,5.26017732365803e+18,150.15105106293305,-54.802440711661404,18.924435
368,5.260177323658055e+18,150.14525459803207,-54.794957962137595,18.93081
527,5.260177705928111e+18,150.14501759511984,-54.77677539172893,18.933823
128,5.26017770592811e+18,150.16025317164758,-54.78490824853373,18.935633
670,5.260177396690393e+18,150.1297924462191,-54.786610478592266,18.941542
105,5.260177534129452e+18,150.17778069465965,-54.785489904779254,18.941996
373,5.260177705928088e+18,150.14596668726998,-54.78370303217451,18.949163
835,5.260177774647559e+18,150.12914774841312,-54.77697199724633,18.949352
864,5.260177774647593e+18,150.1363664431957,-54.770488883810756,18.962776
247,5.260177529825731e+18,150.18927589993646,-54.79037941179341,18.96357
112,5.260177705928084e+18,150.15907368578257,-54.79216340643852,18.970676
173,5.260177705937371e+18,150.15681983300914,-54.79487917871064,18.971027
72,5.260177705928105e+18,150.1621561155278,-54.787576626610196,18.976828
625,5.260177461096977e+18,150.20005812049035,-54.80384090641307,18.988792
372,5.260177461101524e+18,150.19586492338766,-54.787058514291154,18.990751
448,5.260177637208707e+18,150.18248990968877,-54.774431912519844,18.991573
269,5.260177534129455e+18,150.19036324787606,-54.79092433915136,18.993187
182,5.260177705928077e+18,150.15431161482454,-54.792084561229245,18.994215
249,5.260177705928105e+18,150.1538226032346,-54.78360104494956,19.02879
255,5.260177499769643e+18,150.16816805153434,-54.80134858389572,19.032057
64,5.260177499779211e+18,150.17278308061393,-54.7945826945189,19.033363
295,5.260177499769661e+18,150.181048241917,-54.801166042506445,19.039822
848,5.260177293623552e+18,150.12961727084553,-54.804119014014795,19.043056
818,5.260177289302741e+18,150.14238987636097,-54.811366735661856,19.048258
127,5.260177705928093e+18,150.15706393814412,-54.78863478220511,19.05985
102,5.260177705928122e+18,150.16516857231602,-54.78434089289643,19.061554
211,5.260177499769644e+18,150.16624113700348,-54.79984179042414,19.069193
380,5.260177327970922e+18,150.14333900674015,-54.791535603770335,19.069792
78,5.260177499769672e+18,150.17431650173992,-54.79490923616668,19.075308
515,5.260177705928105e+18,150.14380497621255,-54.77814497778744,19.0914
436,5.260177465409996e+18,150.1992637919752,-54.790858660005,19.091871
356,5.260177534129483e+18,150.19392302429142,-54.78435821489661,19.103043
812,5.260177632900217e+18,150.20344573123077,-54.77186763542638,19.104189
482,5.26017773597497e+18,150.15424148522257,-54.774181591376376,19.11199
13,5.26017749976969e+18,150.1732224246243,-54.78917362975917,19.11206
341,5.260177705928107e+18,150.1512370621502,-54.78043525848594,19.112303
221,5.260177534129469e+18,150.18354323634634,-54.783291852011686,19.132475
584,5.260177117499574e+18,150.15842037568177,-54.80983790028899,19.134491
831,5.260177293611135e+18,150.14412270323567,-54.812320924638705,19.141323
576,5.260177121812471e+18,150.16380527658603,-54.81037381414255,19.145285
816,5.260177431050199e+18,150.20287126697997,-54.80860452963985,19.152443
594,5.26017777464756e+18,150.136813573286,-54.78067229334678,19.156145
227,5.260177121824864e+18,150.16322997941097,-54.79978655547986,19.163979
196,5.260177740287874e+18,150.16473213967544,-54.78084391937341,19.167797
96,5.260177701619687e+18,150.15974224723413,-54.79111197005253,19.173515
296,5.260177701619686e+18,150.1516539826628,-54.78266407888899,19.17602
118,5.26017749977895e+18,150.1812647262937,-54.7929144035704,19.180056
332,5.260177431050198e+18,150.18585811582992,-54.800473690532286,19.183132
592,5.260177568489226e+18,150.20685722206755,-54.789497711333695,19.183504
666,5.26017712181247e+18,150.16736758584395,-54.81328829782582,19.18839
563,5.260177327980242e+18,150.14044106732405,-54.801316484471364,19.19178
652,5.260177121824862e+18,150.16631525461432,-54.81302077991308,19.19564
7,5.260177499769685e+18,150.17199681213663,-54.78897772820787,19.19993
711,5.260177053102338e+18,150.17988736880508,-54.81369425551624,19.20274
178,5.260177534129464e+18,150.18007575432068,-54.78298274775006,19.204006
198,5.260177534138697e+18,150.18386167612812,-54.78439095800599,19.212221
287,5.260177121821816e+18,150.15902271917042,-54.800918125303625,19.212772
101,5.260177495456812e+18,150.18002138673185,-54.792389514128146,19.22039
172,5.260177534141733e+18,150.17437170084182,-54.781339451913816,19.2289
179,5.260177499769649e+18,150.16868868798556,-54.79908977048285,19.23088
443,5.26017732797095e+18,150.1408695340312,-54.78717187941917,19.246565
259,5.260177740287887e+18,150.16828535670714,-54.77856990074896,19.249239
251,5.26017753412947e+18,150.17799217855682,-54.77965051244697,19.249838
532,5.260177568489226e+18,150.20386403765167,-54.78799132030915,19.255478
927,5.260177431050165e+18,150.19542742999613,-54.815896863725804,19.261883
98,5.260177705928106e+18,150.1611281639019,-54.78665727189348,19.26768
59,5.260177705928115e+18,150.16554744659308,-54.78602966408812,19.275028
132,5.260177534129454e+18,150.17392933521714,-54.78240032686572,19.277514
573,5.260177053102498e+18,150.17962967426794,-54.80986769072491,19.280937
547,5.260177327970895e+18,150.14886759673638,-54.80595673626694,19.282545
